Epoch,Time (s),Train Loss,Test Loss,BIC
1,49.396653175354004,393724.0791015625,30624.46337890625,203896.71042763288
2,49.68740200996399,265514.51953125,10879.33203125,164406.44773232038
3,49.915651082992554,75589.47839355469,6390.822021484375,155429.42771278913
4,50.21195101737976,58482.8994140625,5418.2021484375,153484.18796669538
5,50.43568396568298,49423.43518066406,4643.4068603515625,151934.5973905235
6,50.65985894203186,42759.88055419922,4150.762756347656,150949.3091825157
7,50.92799997329712,39930.913513183594,3919.6430053710938,150487.06968056256
8,51.14243197441101,38661.984130859375,3835.3814086914062,150318.5464872032
9,51.44606804847717,37287.314880371094,3597.5257568359375,149842.83518349225
10,51.6653311252594,35222.11846923828,3467.732177734375,149583.24802528913
11,52.278239011764526,35141.378967285156,3389.833251953125,149427.45017372663
12,52.490801095962524,33047.87463378906,3515.7557983398438,149679.29526650006
13,52.705432176589966,32442.181274414062,3263.2996215820312,149174.38291298444
14,53.275017976760864,31783.950927734375,3075.2973022460938,148798.37827431256
15,53.518370151519775,31237.487731933594,2974.0310668945312,148595.84580360944
16,53.732805013656616,29423.438903808594,2808.2127075195312,148264.20908485944
17,53.97749900817871,28644.389404296875,2796.098846435547,148239.98136269147
18,54.221802949905396,28030.607788085938,2752.7054138183594,148153.1944974571
19,54.43611812591553,27439.63555908203,2663.2755126953125,147974.334695211
20,54.68165302276611,27173.623443603516,2802.2749633789062,148252.3335965782
21,54.896414041519165,26381.52813720703,2585.8603515625,147819.50437294538
